Pro Mahjong Kiwame 3;pmk3
Pro Mahjong Kiwame GB (Super Gameboy);pmkgb
Parlor! Mini series (BGM Compilation);pms
Power Moves;pmv
Pop'n Smash!!;pns
Pac-in-Time;pnt
Pop 'n' Twinbee;pntb
Poko-Nyan! Yume no Daibouken (Super Gameboy);pnyd
Panic in Nakayoshi World;pnyw
Pocahontas (Super Gameboy);poca
BS Pokekame Magajin;poke
Prince of Persia;pop
Prince of Persia 2;pop2
Popful Mail;popfm
Power of the Hired;poth
Jikkyou Powerful Pro Yakyuu '94;pow94
Power Drive;powdr
Kyouraku Sanyou Toyomaru Parlor Parlor!;pp
Kyouraku Sanyou Toyomaru Daiichi Maruhon Parlor Parlor! 2;pp2
Kyouraku Sanyou Toyomaru Okumura Taiyou Parlor Parlor! 3;pp3
Kyouraku Sanyou Toyomaru Okumura Daiichi Maruhon Parlor Parlor! 4 CR;pp4
Kyouraku Sanyou Maruhon Parlor Parlor! 5;pp5
Popoitto Hebereke;pph
Porky Pig's Haunted Holiday;pphh
Populous;ppl
Poi Poi Ninja World;ppnw
Power Rangers;pr
Primal Rage;prage
Power Rangers - The Fighting Edition;prfe
Prime;prime
Princess Minerva;prmn
Mighty Morphin' Power Rangers - The Movie;prmv
Pro Quarterback;proq
Pachinko Renchan Tengoku - Super CR Special;prt
Power Rangers Zeo - Battle Racers;prz
Power Slide FX;psfx
Pro Sport Hockey;psh
Putty Squad;psq
Psycho Dream;psycho
Pachinko Tetsujin - Shichiban Shoubu;ptss
Pilotwings;ptws
Puzzle Bobble (Bust-A-Move);pubo
Pushover;push
Powermonger;pwrmg
Pro Yakyuu Nettou Puzzle Stadium;pynps
Q-bert 3;qb3
Rendering Ranger;r2
Race Drivin';raced
Rampart;ramp
Rap Basketball;rapbb
Ruin Arm;rarm
Riddick Bowe Boxing;rbb
Super RBI Baseball;rbi
Rushing Beat Syura (Peace Keepers);rbs
Rockfall;rckf
Roger Clemens' MVP Baseball;rcmb
Robocop 3;rcop3
Radical Dreamers;rd
Raiden Densetsu;rdn
Realm;realm
Revolution X;revx
Rockman and Forte (Megaman and Bass);rf
Ryukiheidan Danzarubu;rhdz
RHI Roller Hockey '95;rhi95
Boxing Legends of the Ring;ring
Rival Turf;rival
Rap Jam;rj
Rejoice - Aretha Oukoku no Kanata;rjc
Riverse Kids;rk
Rokudenashi Blues;rkdb
Ranma 1-2 - Akaneko-dan Teki Hihou;rmath
Ranma 1-2 - Bakuretsu Rantouhen;rmbr
Ranma Nibunnoichi - Chonai Gekitou Hen;rmcg
RPG Maker;rmk
RPG Maker 2;rmk2
Rocko's Modern Life - Spunky's Dangerous Day;rml
Ranma Nibunnoichi - Ougi Jaanken;rmoj
Rudra no Hihou;rnh
Art of Fighting;rnk
Ryuuko no Ken 2 (Art of Fighting 2);rnk2
Ren & Stimpy - Buckeroo$;rnsb
Return of Double Dragon;rodd
Rise of the Robots;rotr
RPM Racing;rpmr
Road Riot 4WD;rr4w
Rex Ronan;rres
Radical Rex;rrex
Rocky Rodent;rrod
Rock 'n' Roll Racing;rrr
Romancing SaGa;rs
Romancing SaGa 2;rs2
Romancing SaGa 3;rs3
Ren and Stimpy - Time Warp;rstw
Rocketeer;rt
R-Type 3;rt3
Super Romance of the Three Kingdoms 2 (Super Sangokushi 2);rtk2
Sangokushi 3 (Romance of the Three Kingdoms 3);rtk3
Sangokushi 4 (Romance of the Three Kingdoms 4);rtk4
Robotrek;rtrek
Run Saber;run
Robocop vs. the Terminator;rvt
Suzuka 8 Hours;s8h
Super Aleste (Space Megaforce);sa
Space Ace;sace
Super Air Diver;sad
Super Air Diver 2;sad2
Skipp and Friends;saf
Super Adventure Island;sai
Super Adventure Island 2;sai2
Same Game;same
Samurai Shodown;samu
Sansara Naga 2;sana2
Sanrio Shanghai;sans
BS SatesupuDX 4;sate
Spiderman and the X-Men - Arcade's Revenge;saxar
Soul Blazer;sb
Super Baseball 2020;sb20
Super Buster Bros.;sbb
Super Black Bass;sbb1
Super Black Bass 2 (Bassin's Black Bass);sbb2
Shien - The Blade Chaser (Shien's Revenge);sbc
Super Back to the Future 2;sbf2
Super Bikkuriman;sbk
Super Bases Loaded;sbl
Super Bases Loaded 2;sbl2
Super Bases Loaded 3;sbl3
Sonic Blastman;sblm
Sonic Blastman 2;sblm2
Super Bomberman;sbm
Super Bomberman 2;sbm2
Super Bomberman 3;sbm3
Super Bomberman 4;sbm4
Super Bomberman 5;sbm5
Simpsons - Bart's Nightmare, The;sbn
Super Bombliss;sbom
Super Bowling;sbowl
Syutoko Battle Racing 2;sbr2
Super Battleship;sbs
Super Battletank;sbtk
Super Battletank 2;sbtk2
Super Batter Up;sbup
Sim City;sc
Super Casino 2;scas2
Scooby Doo Mysteries;scd
Super Chase H.Q.;schq
Shin Chou Kouki;sck
Super Conflict - The Mideast;scme
Super Caesar's Palace;scp
Super Castlevania 4;scv4
Secret of Mana;sd2
Seiken Densetsu 3;sd3
Super Double Dragon;sdd
SD F-1 Grand Prix;sdf1g
SD Gundam 2;sdg2
SD Great Battle;sdgb
SD Gundam Gaiden - Knight Gundam Monogatari Ooinaru Isan;sdgg
SD Gundam Gaiden 2 - Entaku no Kishi;sdgg2
SD Gundam G-Next;sdggn
SD Gundam GX;sdggx
SD Gundam Power Formation Puzzle;sdgpf
SD Kidou Senshi Gundam V;sdgv
SD Gundam X - Super Gachapon World;sdgx
SD Hiryu no Ken;sdhk
Sword Maniac;sdmc
Super Drift Out;sdo
Seifuku Densetsu - Pretty Fighter;sdpf
SD Ultra Battle;sdub
Super Dunk Star;sduns
Sim Earth;se
Sensible Soccer;sens
Super Star Wars - The Empire Strikes Back;sesb
Star Fox;sf
Super F1 Circus;sf1c
Super F1 Hero;sf1h
Street Fighter 2;sf2
Street Fighter 2 Turbo;sf2t
Street Fighter Alpha 2;sfa2
Space Football;sfb
Super Family Circuit;sfc
Super Famicom Box BIOS;sfcb
Super Famicom Wars;sfcw
Sankyou Fever Fever!;sff
Super Family Gerende;sfg
Super Fire Pro Wrestling;sfpw
Super Formation Soccer (Super Soccer);sfs
Super Formation Soccer 2;sfs2
Super Formation Soccer '94;sfs94
Super Formation Soccer '95;sfs95
Super Formation Soccer '96;sfs96
Super Family Tennis;sft
Starfield Trainer;sftr
Star Fox 2 (never released to public);sfx2
St. Giga 10gatsu Gou;sg10g
Shinri Game 3, The;sg3
Stargate;sgate
Super Gameboy;sgb
Super Gameboy 2;sgb2
Sengoku Denshou;sgd
Speedy Gonzalez in Los Gatos Banditos;sggb
Sugoi Hebereke;sgh
Super Genjin 2;sgj2
Same Game Mario;sgm
Super Gomoku Narabe Renju;sgn
Super Ghouls 'n' Ghosts;sgng
Super Gussun Oyoyo;sgo
Super Gussun Oyoyo 2;sgo2
Super Goal!;sgoal
Super Godzilla;sgod
Super Hockey '94;sh94
Street Hockey '95;sh95
Shadow, The;shad
Shaq Fu;shaq
Shonen Ashibe;shas
Shiki Eiyuu Den - Jinryuu Densetsu;shed
Shanghai - Banri no Tyojyo ~ The Great Wall;shg
Shanghai 2 - Dragon's Eye;shg2
Shougi Club;shgc
Super High Impact;shi
Shinseiki Odysselya;shod
Shinseiki Odysselya 2;shod2
Shadowrun;shr
Shougi Saikyou;shsa
Sailor Moon Super S - Zenin Sanka!! Shuyaku Soudatsusen;shuso
Space Invaders;si
Super International Cricket;sic
Sports Illustrated Championship Football and Baseball;sicfb
Side Pocket;sidep
SimAnt;sima
Super Indy Champ;sindc
Shin Ikkaku Senkin;sis
Space Invaders (Super Game Boy);sisgb
Super James Pond;sjp
Super James Pond 2;sjp2
Super James Pond 3;sjp3
SWAT Kats;sk
Sougou Kakutougi Astral Bout;skab
Sougou Kakutougi Astral Bout 2 - The Total Fighters;skab2
Astral Bout 3;skab3
Skyblazer;skb
Sengo Kuno Hasha - Tenka Fubu heno Michi;skh
Super Kyuukyoku Harikiri Stadium;skhs
Skuljagger;skjg
Super Koukou Yakyuu - Ikkyuu Nyuukon;skyin
Super Slapshot;slap
Slayers;slay
Super Loopz;sloop
Super Metroid;sm
Super Mad Champ;smadc
Super Mario All-Stars;smas
Seijuu Maden - Beasts & Blades;smbb
Shin Momotarou Densetsu;smd
Super Momotarou Dentetsu DX;smdd
Super Mario Excitebike;smeb
Sailor Moon Super S - Fuwa Fuwa Panic;smffp
Super Mario Kart;smk
Spiderman - Lethal Foes;smlf
Sailor Moon - Another Story;smoon
Super Morph;smph
Super Mario RPG;smr
Shodan Morita Shougi;smsh
Bishoujo Senshi Sailormoon S - Jougai Rantou;smsjr
Sailor Moon S - Kurukkurin;smsk
Small Soldiers (Super Gameboy);smso
Bishoujo Senshi Sailormoon S - Kondoha Puzzle de Oshiokiyo!;smspo
Shooting Macross - Scrambled Valkyrie;smsv
Shin Megami Tensei;smt
Shin Megami Tensei 2;smt2
Shin Megami Tensei - If...;smti
Smurfs, The;smurf
Smurfs 2, The;smurf2
Super Mario World;smw
Super Ninja Boy;snb
Sporting News Baseball;snbb
Mecarobot Golf;snbt
Snoopy Concert;snc
Super Sangokushi (Super Romance of the Three Kingdoms);sngks
Super Ninja Kun;snk
Shodai Nekketsu Kouha Kunio-Kun;snkk
Shin Nippon Pro Wrestling - Chou Senshi in Tokyo Dome;snpw
Shonen Ninja Sasuke;sns
Saturday Night Slam Masters;snsm
Shodankurai Nintei Shodan Pro Mahjong;snspm
Sound Novel Tsukuru;snt
Shin Nihon Pro Wrestling '94;snw94
Super Nazo Puyo - Rulue no Roux;snz
Super Nazo Puyo 2 - Rulue no Tetsuwan Hanjyou Ki;snz2
Star Ocean;so
Secret of Evermore;soe
Soldiers of Fortune;sof
Soccer Kid;sokid
Solid Runner;solid
Heisei Shin Onigashima;son
Super Oozumou Netsusen Daiichiban;sond
Song Master;song
Super Off Road - The Baja;sortb
S.O.S.;sos
Sink or Swim;sosw
Shadow of the Beast;sotb
Tecmo Secret of the Stars;sots
Soul Blade (Pirate);soulb
Bishoujo Janshi Suuchiipai;sp
Super Puyo Puyo 2;sp2
Super Puyo Puyo 2 Remix;sp2r
Super Pachinko;spach
Super Play Action Football;spaf
Sparkster;spark
Super Pachinko Taisen;spata
Super Professional Baseball 2;spb2
Super Pinball - Behind the Mask;spbtm
Super Bomberman - Panic Bomber W;spbw
Spellcraft;spc
Spindizzy Worlds;spdz
Spectre;spec
Speed Racer;speed
Spirou;spir
Super Power League;spl
Super Power League 2;spl2
Super Power League 3;spl3
Super Power League 4;spl4
Spider-Man;spm
Supapoon;spn
Supapoon DX;spndx
Super Punch-Out!!;spo
Super Puyo Puyo;spp
Spriggan Powered;sprp
Super Putty;spt
Spark World;spw
Spawn;spwn
SeaQuest DSV;sqdsv
Street Racer;srace
Super Royal Blood (Gemfire);srb
Saibara Rieko no Mahjong Hourouki;srmh
Super R-Type;srt
Super Robot Taisen 3;srt3
Super Robot Taisen 4;srt4
Super Robot Taisen EX;srte
Super Robot Taisen Gaiden - Masoukishin - The Lord of Elemental;srtg
Super Star Wars - Return of the Jedi;srtj
Shiroi Ring he - Twinkle Little Star;srtls
Silva Saga 2;ss2
Super Scope 6;ss6
Super Soccer Champ;ssc
Shin SD Sengokuden - Daishougun Retsuden;ssds
Super Strike Eagle;sse
Sterling Sharpe - End 2 End;sse2e
Super Street Fighter 2;ssf2
Super Shougi;sshg
Super Shougi 2;sshg2
Super Shougi 3;sshg3
Shin Shougi Club;sshgc
Steven Seagal is the Final Option;ssitfo
Shijou Saikyou League Serie A - Ace Striker;sslsa
Shijou Saikyou no Quiz Ou Kettei Sen Super;ssnqs
Super Soukoban;ssou
Sunset Riders;ssrd
Saikousoku Shikou Shougi Mahjong;sssm
Super Stadium;ssta
Super Star Wars;ssw
BS Sousa Sentai Wappers;sswap
Super Tetris 2 + Bombliss;st2
Super Tetris 2 + Bombliss Limited Edition;st2l
Super Tetris 3;st3
Super Trump Collection;stc
Super Tennis;sten
Super Tekkyu Fight!;stf
Strike Gunner STG;stg
Sutte Hakkun;sth
Super Troll Islands;sti
Stealth;stl
Star Trek - The Next Generation;stn
Stone Protectors;stone
Street Combat;strc
Striker;strkr
Special Tee Shot;sts
Super Tsume Shougi 1000;stsh
Super Smash TV;stv
Super Ultra Baseball 2;sub2
Super Copa;suco
Super Double Yakuman;sudy
Super Double Yakuman 2;sudy2
Super Famista;sufa
Super Famista 2;sufa2
Sufami Turbo BIOS;suftu
Super Hanafuda;suha
Super Mahjong;sumj
Super Mahjong 2;sumj2
Super Mahjong 3;sumj3
Super Mahjong Taikai;sumt
Super Uno;suno
Super Solitaire;suso
Super Valis 4;sv4
Onizuka Katsuya Super Virtual Boxing;svb
Super Variable Geo;svg
Syvalion;svln
Spider-Man and Venom - Maximum Carnage;svmc
Spider-Man & Venom - Separation Anxiety;svsa
Sonic Wings;sw
Super Wild Card;swc
Super Widget;swdg
Snow White - Happily Ever After;swhea
Super Swiv;swiv
Sword World SFC;sws
Sword World SFC 2;sws2
Sanrio World Smash Ball;swsb
Sutobasu Yarou Show - 3 on 3 Basketball;syaro
Shoot Your Load;syl
Syndicate;syn
Super Syobo Syobo CG Collection;syobo
Shounin yo, Taishi o Idake!!;syti
Super Zugan;sz
Super Zugan 2;sz2
Terminator 2 - Judgment Day;t2jd
T2 - The Arcade Game;t2tag
Tetris Attack (Panel de Pon);ta
Waratte Iitomo! Tamorinpic;tamo
Troy Aikman NFL Football;tanf
Tarot Mystery;tarm
Tactical Soccer;taso
Tazmania;taz
Thoroughbred Breeder 2;tb2
Thoroughbred Breeder 3;tb3
Tetris Battle Gaiden;tbat
Table Game Daishuugou!;tbgmd
Turn and Burn - No Fly Zone;tbnfz
Total Carnage;tcar
Treasure Conflix;tcx
Mickey no Tokyo Disneyland Daibouken;tdl
Tetris and Dr. Mario;tdm
Thunder Spirits;tdsp
Tenchi Muyo;temu
SNES Test Program;test
Tetris 2;tet2
Top Gear;tg
Top Gear 2;tg2
Top Gear 3000;tg3
Thunderbirds;thbi
Tinhead;thead
Treasure Hunter G;thg
Tick, The;tick
Time Cop;timec
Teenage Mutant Ninja Turtles IV - Turtles in Time;tit
Tom and Jerry;tj
Taekwon-Do;tkd
Tekichuu Keiba Juku;tkj
Tokimeki Memorial;tkmm
TKO Super Championship Boxing;tko
Tokoro's Mahjong;tkrm
Taikou Rissiden;tkrsd
True Lies;tl
Last Battle, The;tlb
Tottemo! Lucky Man;tlm
Top Management 2;tm2
Takemiya Masaki Kudan no Igo Taishou;tmkit
Teenage Mutant Ninja Turtles - Tournament Fighters;tmnt5
Tony Meola's Sidekicks Soccer;tmss
Torneco no Daibouken - Fushigi no Dungeon;tnd
Teitoku no Ketsudan;tnk
Teitoku no Ketsudan 2;tnk2
Tenshi no Uta - Shiroki Tsubasa no Inori;tnu
Ninja Warriors, The;tnw
Tactics Ogre;to
Tales of Phantasia;top
Tsuppari Oozumo Rissin Shusse Hen;torsh
Total Football;totf
Toys;toys
Theme Park;tp
Timon and Pumbaa's Jungle Games;tpjg
Twinbee - Rainbow Bell Adventure;trba
Trinea;trin
Troddlers;trod
Terranigma;ts
Tecmo Super Baseball;tsb
Tecmo Super Bowl;tsbw
Shinri Game, The;tsg
Shinri Game 2 - Magical Trip, The;tsg2
Time Slip;tslip
Tecmo Super NBA Basketball;tsnb
Traverse - Starlight and Prairie;tsp
Toy Story;tst
Tin Star;tstar
Toy Story (Super Gameboy);tstgb
Tsuyoshi Shikkarishinasai Taisen Puzzle-Dama;tstp
Tsuri Taro;tsuta
Tiny Toon Adventures - Buster Busts Loose;tta
TinTin au Tibet;ttat
Tiny Toon Adventures - Wacky Sports Challenge;ttawsc
Thomas the Tank Engine & Friends;ttef
Twisted Tales of Spike McFang, The;ttsmf
TinTin, Les Aventures de - Le Temple du Solei;ttts
Time Trax;ttx
Mr. Tuff;tuff
Super Turrican;turr
Super Turrican 2;turr2
Tetsuwan Atom;twa
Tadaima Yusya Bosyutyu Okawari;tybo
Ultra Seven;u7
Ultra Baseball Jitsumeiban;ubj
Ultra Baseball Jitsumeiban 2;ubj2
Ultra Baseball Jitsumeiban 3;ubj3
Undercover Cops;ucc
Ultima - Dinosaur Empire;ukt
Utyu no Kishi Tekkaman Blade;uktb
Ultra League;ulmst
Ultima 6;ult6
Ultima 7;ult7
Ultraman;ultm
Ultraman - Towards the Future;um
Umihara Kawase;umi
Umizuri Meijin;umizm
Untitled NFL Football Game;unfl
Uniracers;unir
Untouchables, The;unt
Ultima - Runes of Virtue 2;urov2
Urban Strike;us
Universal Soldier;usol
Ushio and Tora;ut
Utopia;uto
Super Dai Koukai Jidai (Super Unchartered Water);uw
Dai Koukai Jidai 2 (Uncharted Waters - New Horizons);uw2
Virtual Bart;vbart
Volleyball Twin;vbt
Vegas Stakes;vegas
Verne World;vewo
Kouryuu Densetsu Villgust;vill
Violinist of Hameln;voh
Vortex;vor
Vs. Collection;vsc
Soukoukihei Votoms - The Battling Road;vt
War 2410;w2410
Wings 2 Aces High;w2ah
War 3010;w3010
Waialae Country Club;waia
Wally wo Sagase;wally
BS Wapaaz Souryu Hen;wapa
Warlock;warl
WarpSpeed;warp
Waterworld;wawo
Wing Commander;wc
Wrecking Crew '98;wc98
World Class Rugby;wcr
World Cup '98 (Super Gameboy);wcup
WCW SuperBrawl Wrestling;wcwsb
Wedding Peach;wedp
Winter Extreme - Skiing and Snowboarding;wesas
Wheel of Fortune - Deluxe Edition;wfdx
Winter Gold FX;wgfx
Super Wagan Land;wgl
Wayne Gretzky and the NHLPA All-Stars;wgnhl
Wagyan Paradise;wgp
Wild Guns;wguns
World Heroes;wh
World Heroes 2;wh2
Whizz;whizz
Whirlo;whrl
Wizardry 1-2-3;wiz123
Wizardry 5 - Heart of the Maelstrom;wiz5
Wizardry VI;wiz6
Wizardry Gaiden IV;wizg4
WeaponLord;wl
World League Soccer;wls
World Masters Golf;wmg
Ken Griffey Jr. Winning Run;wnrn
Wolverine - Adamantium Rage;woar
Winter Olympic Games;wog
Wolf Child;wolf
World of Manga II;wom
Wondrous Magic;wonm
Wordtris;word
Worms;worms
War of the Gems;wotg
Wizard of Oz;woz
Chou Mahou Tairiku Wozz;wozz
Wonder Project J;wpj
WildSnake;wsnk
Stunt Race FX;wt
Wakataka Oozumou;wtoz
WWF Wrestlemania - The Arcade Game;wwfa
WWF Raw;wwfr
WWF Royal Rumble;wwfrr
WWF Super Wrestlemania;wwfsw
Waku Waku Ski Wonder Shoot;wws
Xak - The Art of Visual Stage;xak
XBand Modem;xband
X-Kaliber 2097;xkb
X-Men - Mutant Apocalypse;xma
Christmas Craze;xmas
X-Men vs. Street Fighter (Pirate);xmvsf
Choukou Goukami Xardion;xrdn
X-Zone;xz
UFO Kamen Yakisoban;yaki
Yoshi's Cookie;yc
Super Mario World 2 - Yoshi's Island;yi
Yuujin Janjuu Gakuen;yjjg
Youkai Buster - Ruka no Daibouken;ykb
Yakouchuu;ykc
Young Merlin;ym
Yume Maboroshi no Gotoku;ymng
Yuujin no Furi Furi Girls;ynffg
Yoshi no Kuruppon;ynk
Yogi Bear;yogi
Yuuyu no Quiz de Go! Go!;yqgg
Ys 3 - Wanderers From Ys;ys3
Ys IV - Mask of the Sun;ys4
Ys 5;ys5
Yoshi's Safari;ysfr
Yamato Takeru;ytak
Yadamon Wonderland Dreams;ywd
Yuu Yuu Hakusho;yyh
Yuu Yuu Hakusho 2;yyh2
Yuu Yuu Hakusho - Tokubetsu-hen;yyht
Zero 4 Champ RR;z4cr
Zombies Ate My Neighbors;zamn
Zan 2 Spirits;zan2
Zan 3 Spirits;zan3
Z-Gundam - Away to the Newtype;zgd
Zen Nihon GT Sensyuken;zgts
Zico Soccer;zico
Zenkoku Juudan Ultra Shinri Game;zjsg
Zero the Kamikaze Squirrel;zks
'96 Zenkoku Koukou Soccer Senshuken;zkss
Zenkoku Koukou Soccer Senshuken 2;zkss2
Zenkoku Koukou Soccer Senshuken;zkssh
Zakuro no Aji;zna
Zennihon Pro Wrestling;znpw
Zennihon Pro Wrestling 2 - 3.4 Budoukan;znpw2
Zennihon Pro Wrestling Dash - Sekai Saikyou Tag (Natsume Championship Wrestling);znpwd
Zone;zone
Zool;zool
Zoop;zoop
Zootto Mahjong!;zoot
Zig Zag Cat;zzc
